Timestamp (ms),Humidity (%),Temperature (°F),Temperature (°C),AC Power (%)
86000,47.1,77.02,25.01,66.21949443413732
88000,46.46,78.07,25.59,67.28497505599849
90000,45.26,76.75,24.86,39.2559117796457
92000,45.39,76.77,24.87,41.09664647752637
94000,47.51,76.97,24.98,65.27746112199058
96000,42.73,78.71,25.95,50.000000000000206
98000,44.35,75.94,24.41,14.396226415094521
100000,43.83,76.82,24.9,37.21841052029728
102000,44.69,76.0,24.44,14.220389461627482
104000,47.52,76.5,24.72,56.95572565974433
106000,43.93,77.3,25.17,42.605401875555344
108000,49.41,77.89,25.49,86.04920890759966
110000,42.28,78.01,25.56,50.00000000000002
112000,45.03,77.39,25.22,45.142552168211566
114000,46.03,76.76,24.87,48.07425423365576
116000,45.46,76.72,24.84,41.18228957666315
118000,46.42,76.41,24.67,46.380427708994254
120000,45.82,76.74,24.86,45.778188949063754
122000,44.65,76.55,24.75,31.862139917695472
124000,42.5,77.47,25.26,45.63781702519465
126000,43.72,76.66,24.81,34.918729313546606
128000,45.33,75.35,24.08,21.93152236018782
130000,44.75,78.1,25.61,50.00000000000001
132000,45.44,77.3,25.17,48.017411825742506
134000,46.6,75.08,23.93,43.70071258907367
136000,46.91,76.44,24.69,54.50364946683777
138000,44.15,77.14,25.08,41.835284426244726
140000,45.64,77.11,25.06,47.8004303795747
142000,45.21,76.62,24.79,36.46629425704699
144000,43.72,76.84,24.91,37.51179330552559
146000,45.38,77.09,25.05,45.062470428923476
148000,44.15,76.48,24.71,29.97858954366586
150000,46.74,76.54,24.74,53.35011370794673
152000,44.23,76.71,24.84,35.321313676135674
154000,43.97,78.33,25.74,50.000000000000014
156000,44.51,77.36,25.2,44.4576802507837
158000,45.93,77.5,25.28,54.64644485625122
160000,45.38,77.74,25.41,51.78012024831986
162000,43.0,78.42,25.79,50.00000000000001
164000,46.61,76.54,24.74,51.33552761804215
166000,45.35,76.04,24.47,23.400958020307325
168000,43.89,77.37,25.21,43.232518722162155
170000,44.0,78.48,25.82,50.00000000000001
172000,45.74,75.47,24.15,29.857271302382767
174000,43.72,76.96,24.98,38.78313963623939
176000,44.42,76.53,24.74,31.414043324309624
178000,45.46,77.96,25.53,54.171578943694726
180000,45.22,75.76,24.31,19.819475620291787
182000,47.46,76.98,24.99,65.59061403508764
184000,46.1,77.67,25.37,58.42841580805885
186000,46.06,77.64,25.36,57.737469435717216
188000,44.03,76.91,24.95,38.63281675242114
190000,45.97,76.84,24.91,48.21221674349126
192000,45.3,77.08,25.04,44.03678413248597
194000,45.25,77.27,25.15,45.8478908188585
196000,47.46,78.25,25.69,86.30056497175138
198000,45.17,76.64,24.8,36.25416420933588
200000,45.12,76.35,24.64,28.314047843679198
202000,41.98,77.83,25.46,49.28754626796038
204000,47.39,77.4,25.22,73.37715396021879
206000,45.35,77.49,25.27,49.02620215771069
208000,43.29,79.81,26.56,56.65053545799129
210000,45.95,74.98,23.88,33.30592344636888
212000,47.96,77.38,25.21,73.00190543939433
214000,45.42,76.1,24.5,24.904762746079783
216000,44.29,77.19,25.11,42.549257063426026
218000,44.12,76.81,24.89,36.91913598491879
220000,47.06,73.93,23.29,50.00000000000002
222000,45.9,77.0,25.0,49.131454486556564
224000,45.29,76.71,24.84,39.06573940847318
226000,44.96,76.9,24.94,38.359836755600696
228000,45.38,77.57,25.32,50.17463077555763
230000,45.83,77.81,25.45,57.003113003146716
232000,45.17,76.66,24.81,36.58670525238203
234000,44.0,77.36,25.2,43.476014760147606
236000,44.06,76.66,24.81,34.26581345169838
238000,43.86,78.05,25.58,50.000000000000014
240000,44.93,78.65,25.92,50.00000000000025
242000,45.76,78.09,25.61,57.22990971287561
244000,44.05,77.25,25.14,42.528642491529105
246000,47.11,77.52,25.29,75.45412759778111
248000,43.77,77.82,25.46,48.91915792033461
250000,45.06,75.87,24.37,15.8564639382412
252000,41.21,78.38,25.77,50.000000000000014
254000,44.55,76.29,24.61,24.00477480135019
256000,45.71,77.39,25.22,51.34376206226269
258000,46.45,77.97,25.54,67.08001154181802
260000,43.57,76.66,24.81,34.26581345169838
262000,44.78,78.46,25.81,50.00000000000002
264000,45.83,76.95,24.97,47.94170020192811
266000,44.64,76.58,24.77,32.71502494400142
268000,44.77,77.35,25.19,44.25302132433123
270000,45.34,77.56,25.31,49.64913650366116
272000,44.29,76.28,24.6,23.284572342126406
274000,47.58,76.11,24.51,50.30475869893163
276000,43.57,75.79,24.33,15.730513007537084
278000,45.25,77.71,25.39,50.265347790247944
280000,46.39,76.74,24.86,51.4707589844978
282000,46.17,76.86,24.92,50.078839538809426
284000,45.16,75.84,24.36,18.56832563382066
286000,45.15,75.69,24.27,17.978276268264253
288000,45.33,77.53,25.29,49.20552129279049
290000,48.45,76.78,24.88,62.154357624985686
292000,46.23,77.99,25.55,63.23281989049239
294000,44.12,77.38,25.21,44.04416959759006
296000,43.92,75.95,24.42,15.85800865800922
298000,44.56,77.47,25.26,45.63781702519465
300000,45.54,77.3,25.17,48.929899220278344
302000,45.55,76.03,24.46,26.72971858873555
304000,43.85,75.44,24.13,16.13227513227513
306000,46.18,75.54,24.19,36.90584172003656
308000,44.44,77.37,25.21,44.65735488207049
310000,44.26,78.43,25.79,50.0
312000,45.28,76.86,24.92,41.063938237240144
314000,43.34,77.94,25.52,49.99999999999999
316000,42.39,76.05,24.47,14.330062041738712
318000,44.81,76.4,24.67,27.8283918409581
320000,44.69,77.74,25.41,48.37360921974392
322000,44.18,76.78,24.88,36.613617759904415
324000,46.83,77.63,25.35,71.57691111062422
326000,45.2,77.01,25.01,42.325668248149455
328000,45.46,76.06,24.48,25.456270915677223
330000,43.96,76.37,24.65,28.00248496703606
332000,44.49,77.24,25.13,42.988935443334825
334000,43.97,76.07,24.48,15.667546754677508
336000,47.25,77.15,25.08,68.46543618979743
338000,45.14,76.61,24.78,35.13868859837564
340000,44.81,76.84,24.91,37.51179330552559
342000,45.53,75.91,24.39,26.050650683605163
344000,46.19,77.62,25.34,58.84770080726368
346000,44.52,77.28,25.16,43.631363680779494
348000,41.32,77.13,25.07,41.63609811491275
350000,45.53,76.78,24.88,42.97443684610439
352000,44.04,77.75,25.42,48.1803573724128
354000,45.32,77.47,25.26,48.57659485898634
356000,45.92,76.58,24.77,44.060721416289304
358000,43.47,78.25,25.69,50.000000000000014
360000,43.66,77.35,25.19,42.83772284019767
362000,44.57,76.41,24.67,27.8283918409581
364000,46.87,74.84,23.8,48.01229042035815
366000,47.22,75.98,24.43,50.000000000000185
368000,44.81,76.53,24.74,31.414043324309624
370000,47.37,76.94,24.97,64.96494480220788
372000,46.2,76.9,24.94,50.64206584999631
374000,47.31,77.08,25.04,67.17181892619018
376000,42.89,76.99,24.99,39.68340351449863
378000,44.06,78.84,26.02,50.17354972915028
380000,42.05,76.67,24.82,34.626861295384366
382000,45.63,75.78,24.32,27.91793673436195
384000,43.86,76.69,24.83,35.3055680215805
386000,44.68,77.51,25.28,46.01854180639395
388000,46.58,77.01,25.01,58.32205285863044
390000,46.07,77.3,25.17,53.835359524030544
392000,46.87,76.28,24.6,51.06106161302493
394000,44.51,76.77,24.87,36.30148342977384
396000,43.77,77.31,25.17,42.04939171763819
398000,43.52,76.51,24.73,31.294392856717057
400000,46.43,76.92,24.96,54.56996595469796
402000,44.26,77.43,25.24,44.91929322405957
404000,43.01,76.75,24.86,35.98233831301743
406000,43.99,77.48,25.27,44.84693575106193
408000,45.32,77.29,25.16,46.707407552032436
410000,45.19,76.48,24.71,33.08295884465791
412000,47.09,75.35,24.08,50.00000000000002
414000,44.34,77.85,25.47,49.399599651229416
416000,42.9,77.77,25.43,48.64123727547833
418000,45.63,76.56,24.76,41.24368956662601
420000,41.5,76.99,24.99,39.68340351449863
422000,45.12,77.76,25.42,49.64561197205763
424000,44.86,77.2,25.11,42.549257063426026
426000,47.13,76.16,24.53,50.9097619372527
428000,47.94,76.64,24.8,59.59340659340661
430000,44.75,78.29,25.72,50.00000000000002
432000,44.31,77.47,25.26,45.370012021399795
434000,45.92,77.03,25.02,49.655256765712174
436000,43.87,77.57,25.32,45.559364817607474
438000,41.98,77.1,25.06,41.39939262199539
440000,44.6,77.85,25.47,49.44208604359192
442000,47.02,78.14,25.63,85.59419318816303
444000,46.27,77.27,25.15,55.43933735101622
446000,45.97,77.01,25.01,49.915491692717815
448000,44.56,76.3,24.61,24.00477480135019
450000,45.88,76.68,24.82,45.6452639973518
452000,45.46,75.77,24.32,24.67402722834506
454000,44.16,77.57,25.32,46.25561085089774
456000,47.09,77.63,25.35,77.70768674902392
458000,44.24,75.75,24.31,14.728502415458934
460000,48.77,77.55,25.31,76.98283226660473
462000,45.14,77.46,25.26,46.93678966215168
464000,44.65,79.34,26.3,52.71335622627874
466000,45.74,76.12,24.51,30.301478569189012
468000,44.51,77.03,25.02,40.434596106270845
470000,44.94,76.07,24.48,14.36767676767927
472000,44.69,77.33,25.18,44.04716099981878
474000,45.73,77.15,25.08,49.011535627451785
476000,48.5,77.26,25.14,70.48742933196576
478000,44.6,75.77,24.32,13.833455433455434
480000,44.15,77.54,25.3,45.84543550137555
482000,41.96,76.1,24.5,14.444444444446646
484000,43.69,78.05,25.58,50.00000000000001
486000,45.32,77.37,25.21,47.6580833520068
488000,43.11,76.97,24.98,39.426461371575236
490000,47.43,77.47,25.26,74.92560778596483
492000,44.78,75.99,24.44,14.220389461627482
494000,45.22,75.76,24.31,19.819475620291787
496000,44.75,77.38,25.21,44.65735488207049
498000,46.85,77.44,25.24,69.02898355065334
500000,44.95,76.92,24.96,38.9014101290968
502000,45.11,78.65,25.92,51.0553071467412
504000,44.61,77.08,25.04,40.921111229866064
506000,43.23,78.4,25.78,50.000000000000014
508000,43.78,77.21,25.12,41.001971663874954
510000,45.12,77.13,25.07,42.86727992848213
512000,44.13,76.93,24.96,38.90141012909637
514000,44.13,78.33,25.74,50.0
516000,45.5,76.2,24.56,29.818250399394632
518000,44.61,77.25,25.14,43.20592430980955
520000,41.28,77.21,25.12,42.77009028712431
522000,44.17,77.18,25.1,42.23619415562301
524000,43.48,76.38,24.66,28.06717568823624
526000,44.91,76.45,24.69,28.9394553779308
528000,43.69,76.59,24.77,33.66680183954492
530000,44.54,76.11,24.51,15.491478502796133
532000,46.65,76.88,24.93,57.448468727171935
534000,45.6,74.79,23.77,27.368686868686936
536000,45.92,76.65,24.81,45.88602348447433
538000,43.86,75.7,24.28,16.09256900212315
540000,46.45,76.73,24.85,52.093243085540976
542000,43.68,78.26,25.7,50.00000000000002
544000,42.09,78.52,25.84,50.00000000000002
546000,44.68,76.37,24.65,26.639335832073524
548000,47.14,77.56,25.31,76.26982377130757
550000,43.7,78.84,26.02,50.19903920530887
552000,43.18,76.41,24.67,27.8283918409581
554000,44.75,76.73,24.85,35.65576349693594
556000,46.27,77.3,25.17,55.883873409554205
558000,46.88,77.12,25.07,65.67700449175257
560000,45.32,77.93,25.52,52.86449085426008
562000,43.07,78.67,25.93,50.00000000000004
564000,45.07,77.38,25.21,45.32334595907616
566000,43.08,77.91,25.51,50.000000000000014
568000,47.26,77.44,25.24,74.1422464603546
570000,45.79,78.97,26.09,57.5619470697607
572000,46.18,78.4,25.78,62.488206694474364
574000,44.02,76.34,24.63,26.378309616213805
576000,46.78,75.33,24.07,46.59643130629265
578000,46.75,78.9,26.06,74.96523592696757
580000,47.03,76.87,24.93,63.717999084249044
582000,47.61,78.46,25.81,86.19472068753836
584000,46.07,75.87,24.37,35.19112579357105
586000,43.34,76.57,24.76,32.29536402640319
588000,44.79,77.94,25.52,50.000000000000014
590000,45.83,77.66,25.37,55.39274147516393
592000,45.12,77.14,25.08,43.090835568392755
594000,45.6,76.03,24.46,27.43415553078897
596000,45.5,77.88,25.49,54.36424220336268
598000,44.57,77.14,25.08,41.86815159856021
600000,46.74,76.87,24.93,59.01182590565546
602000,45.72,78.24,25.69,56.794075690190525
604000,44.43,76.23,24.57,20.96992836304974
606000,46.06,76.48,24.71,42.696207966126735
608000,44.78,77.26,25.14,43.20592430980955
610000,43.53,77.65,25.36,46.7542349143374
612000,41.9,76.22,24.57,20.96992836304974
614000,45.65,77.37,25.21,50.62151418810086
616000,45.37,76.38,24.66,33.81953062011429
618000,46.45,77.04,25.02,55.606065150370206
620000,44.99,75.91,24.39,14.048677248679368
622000,44.88,77.83,25.46,49.286141895541874
624000,44.64,77.04,25.02,40.434596106270845
626000,44.98,78.22,25.68,50.000000000000576
628000,44.43,76.41,24.67,27.8283918409581
630000,45.75,78.95,26.08,57.180588964596424
632000,47.1,75.75,24.31,50.00000000000001
634000,45.78,77.31,25.17,51.07565858034826
636000,46.55,76.68,24.82,52.78620921562412
638000,46.57,75.86,24.37,43.20796394755364
640000,44.44,77.24,25.13,42.988935443334825
642000,42.22,77.08,25.04,40.921111229866064
644000,44.83,77.68,25.38,47.86000596989467
646000,46.39,76.51,24.73,47.79629717956825
648000,46.09,75.92,24.4,35.50299320118201
650000,46.42,77.85,25.47,65.62828984588756
652000,44.39,76.0,24.44,14.283780332057104
654000,45.07,75.12,23.96,15.419923649521023
656000,44.77,76.95,24.97,39.16587585371158
658000,43.96,76.19,24.55,20.96760617101796
660000,40.87,77.12,25.07,41.63609811491275
662000,45.37,75.81,24.34,23.070271464690325
664000,45.42,77.11,25.06,45.66991137058422
666000,47.99,76.59,24.77,58.60048502372651
668000,45.79,76.31,24.62,36.0093075326372
670000,42.51,77.09,25.05,41.16067146282977
672000,45.13,76.59,24.77,34.62313674644829
674000,45.26,76.91,24.95,41.571584191941135
676000,43.58,77.49,25.27,44.70927504669837
678000,46.85,78.36,25.76,78.62803454110042
680000,44.51,78.71,25.95,50.000000000000206
682000,43.55,77.46,25.26,44.5667557177299
684000,44.23,75.71,24.28,14.760288808664273
686000,42.44,77.34,25.19,44.25302132433123
688000,44.7,75.99,24.44,14.220389461627482
690000,46.44,76.36,24.64,45.731929898205436
692000,46.08,75.54,24.19,35.347098403949914
694000,46.66,79.4,26.33,70.34895555324321
696000,46.23,78.85,26.03,63.23281989049239
698000,46.12,78.06,25.59,61.64016324439985
700000,44.27,76.93,24.96,38.90141012909637
702000,47.09,76.67,24.82,60.24416081096648
704000,42.46,74.7,23.72,13.60513808606294
706000,44.78,77.18,25.1,42.326300984528885
708000,41.91,75.06,23.92,13.333333333333334
710000,45.64,77.61,25.34,52.908687908687924
712000,45.22,77.01,25.01,42.54039200010662
714000,43.32,75.91,24.39,15.125925925925928
716000,42.78,76.71,24.84,35.321313676135674
718000,44.83,75.76,24.31,13.805279312461629
720000,43.13,76.75,24.86,35.98233831301743
722000,46.09,78.18,25.66,61.23235469843198
724000,44.72,77.16,25.09,42.09810406342566
726000,44.65,77.02,25.01,40.18725693507413
728000,45.76,76.59,24.77,43.15936743187214
730000,47.58,77.74,25.41,81.4525247022862
732000,42.31,77.21,25.12,42.77009028712431
734000,44.02,76.29,24.61,25.145839161135495
736000,44.07,76.73,24.85,35.65576349693594
738000,46.56,75.64,24.24,43.044274340255704
740000,42.8,75.5,24.17,14.081871345029239
742000,42.56,77.03,25.02,40.434596106270845
744000,42.96,76.33,24.63,25.36768389365069
746000,45.35,77.6,25.33,50.0878979386442
748000,42.51,77.33,25.18,44.04716099981878
750000,42.86,76.57,24.76,32.29536402640319
752000,44.35,76.82,24.9,37.21841052029728
754000,43.82,76.21,24.56,22.9346227655949
756000,47.24,77.49,25.27,75.14677570160468
758000,44.6,76.58,24.77,32.71502494400142
760000,45.24,76.78,24.88,39.559956514507974
762000,44.52,77.08,25.04,40.921111229866064
764000,43.72,78.83,26.02,50.20128121732117
766000,44.3,76.29,24.61,24.00477480135019
768000,44.28,78.34,25.74,50.000000000000014
770000,44.09,75.89,24.38,15.230469644902627
772000,43.26,75.55,24.19,14.989671361502342
774000,42.81,76.19,24.55,19.2772666650695
776000,43.44,77.62,25.34,46.44247261017189
778000,43.65,78.9,26.06,50.575650535735264
780000,47.38,77.01,25.01,66.21949443413732
782000,45.59,75.5,24.17,27.183956409964175
784000,44.71,77.27,25.15,43.42118592262683
786000,44.66,76.91,24.95,38.63281675242114
788000,43.43,76.71,24.84,35.321313676135674
790000,41.96,77.31,25.17,43.83998158783966
792000,47.92,79.0,26.11,85.09910479199579
794000,43.61,78.17,25.65,50.00000000000003
796000,45.07,77.84,25.47,50.08803798112244
798000,45.87,77.38,25.21,52.673390492366515
800000,44.31,77.3,25.17,43.780692929437
802000,45.66,76.39,24.66,37.196374426259894
804000,46.94,76.47,24.71,55.63632991793711
806000,48.4,74.07,23.37,50.00000000000002
808000,44.96,78.34,25.74,50.00000000000039
810000,43.78,78.29,25.72,50.000000000000014
812000,48.96,79.04,26.13,85.01032863849771
814000,45.1,76.58,24.77,34.18128081094366
816000,44.57,76.15,24.53,17.45720922467733
818000,44.99,77.99,25.55,50.00000000000059
820000,43.01,77.47,25.26,45.39615057586771
822000,45.82,75.55,24.19,31.204969166358534
824000,44.42,76.68,24.82,34.626861295384366
826000,45.42,77.91,25.51,53.79171431269083
828000,45.42,77.5,25.28,49.82336013649882
830000,43.76,77.69,25.38,46.86950283825087
832000,41.85,78.36,25.76,50.00000000000002
834000,46.55,78.06,25.59,69.2859985372062
836000,44.17,76.52,24.73,30.951203972246013
838000,46.56,77.89,25.49,69.19741899309882
840000,45.96,75.05,23.92,33.46443901871877
842000,44.6,76.0,24.44,14.220389461627482
844000,45.29,77.33,25.18,46.80941536025032
846000,43.97,77.39,25.22,43.759875469550124
848000,43.79,75.93,24.41,16.306286244491144
850000,46.83,77.16,25.09,65.2552128547345
852000,42.51,77.19,25.11,42.549257063426026
854000,49.7,76.43,24.68,55.65103731467996
856000,43.09,78.17,25.65,50.0
858000,44.65,77.74,25.41,48.362994602463864
860000,45.04,76.53,24.74,32.04434517839821
862000,41.74,75.59,24.22,13.583462532299741
864000,45.06,76.17,24.54,19.892411686997118
866000,44.96,78.46,25.81,50.00000000000041
868000,42.49,76.95,24.97,39.16587585371158
870000,45.01,77.14,25.08,41.97183682811305
872000,45.37,76.59,24.77,38.02943196799363
874000,44.53,75.87,24.37,13.984076054664296
876000,44.76,77.65,25.36,47.499752394697
878000,47.47,78.0,25.56,86.31299968523761
880000,43.95,76.23,24.57,22.76504273997921
882000,43.78,76.49,24.72,32.651107475261604
884000,43.07,77.98,25.54,50.00000000000001
886000,42.87,75.6,24.22,14.202583979328162
888000,43.72,77.28,25.16,42.03119541675403
890000,44.67,77.33,25.18,44.04716099981878
892000,47.29,77.59,25.33,77.43081292759508
894000,48.42,76.53,24.74,57.611638619911574
896000,44.41,76.47,24.71,29.97858954366586
898000,45.03,77.09,25.05,41.477075391783146
900000,43.0,77.21,25.12,42.77009028712431
902000,41.55,78.05,25.58,50.00000000000002
904000,46.47,78.44,25.8,67.49315469111777
906000,45.17,78.55,25.86,51.59047274181195
908000,45.56,75.36,24.09,26.62284603978119
910000,43.45,76.0,24.44,15.433208489389257
912000,44.44,77.42,25.23,45.027937068078245
914000,42.82,76.45,24.69,28.939455377930692
916000,43.3,78.17,25.65,50.0
918000,45.12,77.51,25.28,47.124053494579734
920000,47.0,75.97,24.43,49.999999999998664
922000,44.43,77.04,25.02,40.434596106270845
924000,42.05,78.0,25.56,50.000000000000014
926000,47.26,76.75,24.86,61.52325810516666
928000,48.51,76.36,24.64,54.35951559597619
930000,45.06,77.89,25.49,50.355981753113134
932000,44.79,77.55,25.31,46.5823175327703
934000,45.19,77.38,25.21,46.449812448598884
936000,46.89,77.6,25.33,72.93286062967604
938000,45.47,76.81,24.89,42.5195292443714
940000,42.25,75.47,24.15,13.45454545454545
942000,44.44,76.77,24.87,36.30148342977384
944000,46.62,77.62,25.34,65.68808801002041
946000,44.97,76.67,24.82,34.62686129538502
948000,45.57,78.49,25.83,55.24321035051014
950000,44.16,75.77,24.32,14.989671361502362
952000,43.78,77.32,25.18,42.219397981123144
954000,45.54,76.99,24.99,45.44289128869686
956000,46.25,77.42,25.23,57.02520074510239
958000,45.57,77.58,25.32,51.88179244531654
960000,45.0,76.63,24.79,33.514118390435726
962000,43.28,76.93,24.96,38.90141012909637
964000,44.03,78.07,25.59,50.0
966000,45.96,77.42,25.23,53.9517825921703
968000,44.17,77.48,25.27,45.299935020059245
970000,44.0,76.81,24.89,36.91913598491879
972000,44.58,77.36,25.2,44.4576802507837
974000,45.29,76.92,24.96,42.13738543871423
976000,45.48,76.04,24.47,25.718837083906276
978000,43.38,76.77,24.87,36.30148342977384
980000,44.54,76.98,24.99,39.68340351449863
982000,45.94,78.02,25.57,59.32085089824755
984000,46.44,77.3,25.17,57.84590345414869
986000,47.55,77.91,25.51,86.40579710144927
988000,44.02,75.93,24.41,15.481879194631126
990000,45.53,78.2,25.67,54.8478277718127
992000,44.67,75.13,23.96,13.644921316165947
994000,43.12,77.33,25.18,43.832560625099305
996000,44.61,77.24,25.13,42.988935443334825
998000,47.66,78.4,25.78,86.2751560549313
1000000,44.17,76.43,24.68,28.393126617950287
1002000,45.4,76.59,24.77,38.43878250606958
1004000,45.78,77.07,25.04,48.73525638994512
1006000,43.68,75.63,24.24,16.013675213675217
1008000,43.29,76.99,24.99,39.68340351449863
1010000,46.49,76.64,24.8,51.30648358208967
1012000,43.84,77.12,25.07,40.2215969092672
1014000,42.82,77.78,25.43,48.66293056103447
1016000,41.91,75.34,24.08,13.369338959212376
1018000,46.84,78.27,25.71,78.23015637787817
1020000,44.14,76.64,24.8,33.89479390122947
1022000,42.48,76.6,24.78,33.12120934377193
1024000,42.97,77.55,25.31,46.345557667292695
1026000,43.45,78.01,25.56,50.00000000000002
1028000,44.78,76.64,24.8,33.89479390122947
1030000,46.19,78.31,25.73,62.63418286035679
1032000,46.19,76.4,24.67,43.062571435789955
1034000,46.73,78.37,25.76,74.30557837628662
1036000,42.66,76.05,24.47,14.330062041738712
1038000,46.59,77.62,25.34,65.06172884001701
1040000,44.02,76.16,24.53,18.714843488067395
1042000,42.43,77.01,25.01,40.18725693507413
1044000,44.21,77.86,25.48,49.57548465104306
1046000,45.88,75.49,24.16,32.18563619227154
1048000,47.13,77.76,25.42,81.08849367274121
1050000,46.15,77.06,25.03,51.80554626211567
1052000,45.26,77.06,25.03,43.41022206482247
1054000,45.72,76.26,24.59,33.903174947044135
1056000,47.04,77.79,25.44,81.93546661214124
1058000,47.15,78.01,25.56,85.83261183261183
1060000,46.27,75.75,24.31,38.31853310812747
1062000,45.95,78.65,25.92,59.44279148614632
1064000,43.21,77.32,25.18,43.68920811211237
1066000,43.82,76.48,24.71,32.18951057559884
1068000,45.6,76.91,24.95,45.24380316187929
1070000,46.14,74.67,23.71,36.28200091575097
1072000,46.85,77.94,25.52,78.62803454110042
1074000,43.93,78.3,25.72,50.00000000000003
1076000,45.25,76.17,24.54,24.32719986423209
1078000,45.93,77.07,25.04,50.086236406799294
1080000,44.33,77.17,25.09,42.09810406342566
1082000,43.76,77.73,25.41,47.62732108163192
1084000,43.55,77.85,25.47,49.27252436574598
1086000,45.67,77.41,25.23,51.16075699997757
1088000,47.79,77.17,25.09,68.79503083364146
1090000,44.3,76.19,24.55,19.2772666650695
1092000,43.75,76.18,24.54,20.884378202546348
1094000,46.55,76.57,24.76,51.02722692890304
1096000,46.55,77.44,25.24,61.31880440488527
1098000,44.4,75.57,24.21,14.256410256410257
1100000,44.68,77.76,25.42,48.54877923751768
1102000,45.36,78.18,25.66,53.23327435119646
1104000,45.88,76.24,24.58,35.426281395865765
1106000,44.85,75.97,24.43,14.184916522740973
1108000,46.59,76.79,24.88,55.09219201338491
1110000,46.78,77.92,25.51,75.9952251986498
1112000,42.75,76.98,24.99,39.68340351449863
1114000,44.35,77.22,25.12,42.77009028712431
1116000,44.54,76.94,24.97,39.16587585371158
1118000,45.97,78.11,25.62,59.68871273694478
1120000,48.07,76.08,24.49,50.00000000000065
1122000,48.49,76.72,24.84,60.886976690779655
1124000,45.39,76.79,24.88,41.34725976992629
1126000,45.0,77.5,25.28,46.018541806394566
1128000,45.32,76.0,24.44,22.62012087291583
1130000,46.51,76.52,24.73,49.559871395955405
1132000,47.32,78.24,25.69,86.10821256038645
1134000,44.06,77.0,25.0,39.93692934400901
1136000,44.66,76.36,24.64,26.015160036913763
1138000,45.54,75.93,24.41,26.27180885078742
1140000,46.19,76.8,24.89,49.64694543692072
1142000,45.08,77.41,25.23,45.80659962266351
1144000,44.62,77.17,25.09,42.09810406342566
1146000,42.9,77.79,25.44,48.83432092912989
1148000,44.11,78.49,25.83,50.000000000000014
1150000,47.26,77.63,25.35,78.16557782124939
1152000,43.81,77.13,25.07,40.025347360972766
1154000,45.81,77.35,25.19,51.72190369645272
1156000,47.08,76.7,24.83,60.566471941122295
1158000,44.96,77.83,25.46,49.28754626796075
1160000,43.07,76.93,24.96,38.90141012909637
1162000,46.7,77.86,25.48,72.59842462231619
1164000,44.81,76.69,24.83,34.97851477054084
1166000,44.46,76.25,24.58,21.769843622121826
1168000,44.54,77.13,25.07,41.63609811491275
1170000,44.91,76.17,24.54,18.386508228613575
1172000,44.08,77.71,25.39,47.57554515073761
1174000,44.56,76.67,24.82,34.626861295384366
1176000,44.67,76.62,24.79,33.514118390434724
1178000,45.24,77.07,25.04,43.42500324710672
1180000,45.24,76.63,24.79,36.88381507626644
1182000,46.57,78.27,25.71,69.77219137060774
1184000,45.09,77.23,25.13,43.877643172562536
1186000,47.49,78.16,25.64,86.33732193732192
1188000,43.05,77.07,25.04,40.921111229866064
1190000,45.39,77.07,25.04,44.95236944077255
1192000,44.79,77.68,25.38,47.86000596989467
1194000,44.11,77.63,25.35,46.78167059339741
1196000,43.16,77.08,25.04,40.921111229866064
1198000,44.56,75.96,24.42,14.150000000000452
1200000,42.1,75.99,24.44,14.220389461627482
